age,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
14.0,-0.9568325,0.24455698,-0.32852143,-0.44977215,0.6015887,0.26713946,-0.2581892,0.4275174,0.5047767,-0.1214875,-0.27083248,-0.22890313,0.20574117,0.6544247,0.26144007,-0.46648365,0.13320208,0.37969533,-0.0109183295,1.0579882,-0.04648073,-0.2979419,0.27938816,0.7494036,0.10162009,0.18096001,-0.28023508,-0.017397042,0.07481122,0.4789666
3.0,1.7217779,-3.215183,-0.8869629,1.5096722,-0.3649213,1.2657146,0.74080217,-0.42311957,2.0461805,-1.1880957,1.3568054,-0.8720078,-2.7060468,-0.34378472,1.9754654,1.418464,-0.6885565,2.115126,0.6020784,-1.401091,-1.2219317,-0.8676157,0.22083995,-1.1272342,-1.2621441,-1.6841296,1.9152241,-2.3788564,1.2564803,2.7781615
8.0,-0.08423996,-0.6459281,0.5331627,-0.30727237,0.42436543,0.91898847,0.06527768,-0.46812055,-0.2434522,-0.04873493,0.019609204,-1.1480737,-0.19941027,-0.16640575,0.16284536,0.40622503,0.56779325,-1.1140647,-0.52206147,0.5258162,-0.9343359,0.21826503,1.2487175,0.4330513,-0.009491317,-0.088304214,-1.3392422,-0.31246242,-0.97966886,-0.21564789
37.0,-0.29249686,0.35116562,1.1375681,-0.51107544,-0.8140174,0.5861561,-0.45057744,-0.99397683,-0.38621965,-0.24242672,-0.2648776,0.38947856,-0.0029894542,-0.371649,-0.6555204,0.4437749,-0.46103582,0.18895495,-0.91383207,0.9976797,-0.53411174,0.9805636,0.49680772,0.14603099,0.55018234,0.7059626,-0.6278168,-0.38911647,0.8409433,0.31142274
5.0,-0.009357642,-1.3034004,-0.38045394,0.050155923,0.99559397,-0.34292918,-0.36402518,0.07698358,1.0308224,-1.0210035,1.0217708,0.050234105,-1.2029802,1.8868526,2.0020587,-0.65002644,0.7718753,1.8892165,0.46907496,0.7989148,-0.41239196,1.0555282,-0.7208049,-0.1828053,0.61819273,0.62431425,0.5754216,0.4836209,1.4159094,-0.4148229
22.0,-0.8350973,-0.14546067,0.044289604,-0.49147576,-0.7224544,-0.740552,-0.8416553,-0.495305,-0.83048296,-0.7425663,-1.0291641,-0.15250412,-1.1886076,0.029640729,-0.4438259,0.19559275,0.9712965,-0.08688353,-0.24727689,0.41335708,-1.2756966,0.65282124,-0.28407702,-0.46776545,-0.4138134,-0.9291347,-0.7869402,-0.91831934,-0.3349962,0.71559256
35.0,-0.39235756,-0.016187765,0.037928298,-0.41573772,-0.13632321,0.49963033,-0.3698915,0.43868458,-0.48406863,-1.3070722,-0.6372639,1.1812265,-0.3632391,0.09426871,-0.66749525,0.052895557,-0.004609417,0.9556898,-1.0754201,-0.20946276,-0.08713487,-0.41311064,-0.3594768,-0.23669668,0.107768506,0.42845786,0.7760802,0.51986206,-0.43718234,-1.2299503
2.0,-0.17249691,-1.1307325,-1.3391253,1.3795267,-1.6859041,-0.77797496,1.2902083,1.7330177,0.5376803,0.72577006,-0.27037355,0.76197696,1.2325264,0.90427995,0.09211552,0.516424,0.023419775,-0.13609432,0.41863704,-0.91567934,0.5112101,0.36005515,-0.19002946,1.0105706,-1.4785668,-0.30792952,-0.87055045,0.6291397,0.46155706,-0.10133371
32.0,-0.9735297,0.28349733,-0.21856056,0.41925153,0.82883495,-0.05724622,0.35071984,-0.22774167,0.72012895,0.2464618,-0.3058941,-0.7580926,0.35227686,0.38808942,-0.21117026,-0.051830776,0.76083446,-0.30404428,0.012006288,-1.0516906,-0.28942412,0.12068974,0.663772,-0.4081047,0.51033354,-0.8352654,-0.34748793,-0.45207793,0.25407463,-0.3669478
29.0,0.72739375,-0.36990386,0.33148426,-2.3302069,0.21489124,1.1706883,-1.1134895,-1.2044692,-0.5907501,1.0169574,1.2641077,-1.123088,0.24164851,-1.116586,-1.0502149,-0.111046,-1.1052095,-1.0116857,-0.3721658,0.9040072,0.7146016,-0.8422288,-0.23396344,-0.01913838,-0.20122334,-2.1440544,1.4591508,-1.1900902,0.22472452,0.21979412
28.0,2.3605402,1.1073179,-2.5267642,-2.1926658,-0.28370756,-0.08337473,-0.85810786,2.1987557,-0.16937621,-5.962019,-2.380793,4.674405,3.1394966,-0.022302961,-0.9004816,-0.35335535,3.0399737,0.81037396,-2.6554894,-0.8567858,-0.3931639,-2.3676608,-0.99518025,-0.41365492,1.0479195,0.6226914,1.815549,-1.108916,-1.4206625,-1.2613302
28.0,-0.7660914,-0.5975018,-0.67676014,-0.53302395,0.7575045,-0.043399516,-0.6661178,0.047849968,-0.10970635,-0.6242913,0.75454646,0.5022931,0.179012,0.098832704,0.7569089,0.5706622,-0.45133826,0.3090916,-0.30510578,-0.15105623,0.6795803,0.6863977,-0.6550191,0.25353783,0.7508559,0.083100125,-0.28383958,0.1539672,-0.12683791,1.0325313
21.0,-0.25756067,-0.80545324,1.1187787,-2.2493892,-0.20588912,-1.2003355,-0.81709,-1.1939089,-0.65378886,1.2291704,-0.9519825,1.8520817,-0.12334573,-0.29611778,-0.017358825,-0.525766,-1.9785821,-0.20128158,1.1638615,-0.33031788,0.03737404,-0.47335073,2.2062383,0.05841869,0.48272783,-0.35156065,0.6810506,1.054392,-0.48655173,-0.39443105
35.0,1.2916453,-0.9750152,0.5818232,-2.1351452,1.8457036,-0.208601,-0.32809526,0.15680596,-1.3905423,-0.57269406,-2.0611188,0.99471825,-0.13057365,-2.5546439,0.5260456,1.2561648,-2.6796114,-1.2292391,1.8142463,-3.227376,-2.0686994,2.2279232,4.059124,0.7331018,3.373896,1.774715,2.7515492,2.8337328,-1.9324405,1.3905215
57.0,2.7848332,0.7384885,0.030211242,0.023508918,-0.88627833,-1.5308212,-0.06663089,-1.2278463,1.7751075,-1.0828583,0.67849755,5.375225,3.2279139,-1.7389581,2.3347256,-1.4278299,1.0227481,2.900356,1.9985286,-0.45383525,0.94573385,-2.2457263,-3.177241,3.0468454,4.1847343,1.7153919,0.67221117,-0.33909395,-4.244782,-2.2354314
54.0,-0.7525545,0.47811973,0.41499084,0.53760594,-0.7607203,0.13177153,0.40361947,0.07088247,0.0560972,0.09006733,-0.44701365,0.0314292,-0.08098928,-0.46612844,-0.049298584,0.16253723,0.229981,-0.31465155,0.3161393,-0.5389378,0.32465848,0.24438044,0.04791099,-0.26898298,0.96280986,-0.28751108,0.9942227,-0.30103436,0.656414,0.54683435
67.0,-0.36520314,1.1086974,-0.22745724,0.5776871,-0.12614751,-0.62409246,1.512174,0.13027908,0.25707942,-0.0826154,-0.084488586,0.49646437,0.09575489,0.70509666,0.37639225,-0.08830478,0.103561856,0.99975306,1.0421364,-0.610267,-1.2357358,0.19138314,-0.108974494,-0.42864794,-0.30724153,-0.69796354,0.40890917,0.44310585,0.89013916,-0.55333364
40.0,-0.64568967,-0.018766157,0.91804665,0.66355294,-0.07958821,0.51291484,0.15922096,0.23659904,-0.2985635,-0.053341687,0.3913905,0.61597234,0.4039414,-0.26804295,0.3575644,0.12176571,-0.33532086,0.58809143,0.034629513,0.075347684,0.6924783,0.3222964,0.2682033,0.21957117,1.4750028,-0.16689518,0.14647982,-0.21539232,-0.42141932,1.1729587
28.0,0.43672034,-0.19218417,0.74081856,-0.005755474,-2.1842432,-0.116822496,-1.5953606,-1.9299153,0.40870976,-0.08407733,1.1815917,-0.16360609,0.7697985,0.9550013,-0.890462,0.40622675,0.9114231,-0.2880366,-0.7718667,-0.23035249,-0.8390736,1.3268346,1.6786685,0.4975646,-0.9626766,0.24798015,-0.6116753,0.28025672,1.0937959,1.4853923
34.0,0.04782491,0.35431466,2.0395932,-0.20168044,-0.6175415,-0.7623557,0.08682446,0.6860775,0.36490977,0.10269449,0.9045212,0.02323608,-1.0859219,0.3466872,-1.658632,0.39664754,0.2754706,0.5402946,0.54862154,-0.69443685,0.11273626,0.43660724,0.6001011,-0.30077302,-1.7065388,2.7396498,0.29195985,-0.6919977,-0.83259887,2.2110097
27.0,-1.0030468,0.15868479,0.41084754,-0.028484203,-0.34262043,-0.23462419,-0.19398522,-0.054793283,-0.4286215,-0.40916306,0.5032872,-0.03104444,-0.45103914,-0.24500066,-0.23724973,-0.15388256,0.32462776,-0.26906064,0.6914838,0.009850959,-0.16100635,0.18779276,0.21660191,0.582314,0.5616019,0.18270192,-0.13802677,-0.101544954,-0.17423376,-0.0139354
50.0,-0.91703016,-0.26522914,-1.3116386,-0.6196809,0.7171608,0.05715736,0.18669486,-0.18944052,-0.81537896,1.2874303,0.56615424,-1.0168701,-0.25338462,0.006730557,0.04092621,-0.6391535,1.1585494,1.2270521,0.26116908,0.2473361,0.2917793,0.19494388,0.66055167,0.08932318,-0.15658364,0.2618423,0.09872944,-0.44202143,0.77280074,-0.10627458
30.0,3.7419264,-0.4768759,-3.2870102,-0.062913135,2.0828168,4.4301085,3.2620544,-1.4971578,-1.5510311,-4.723163,-1.5114647,0.1891103,-5.6329126,-0.4000647,-0.57305384,0.9167538,2.3167415,-0.37371707,1.1945614,1.5714158,-0.6224091,3.1611457,7.771516,1.7993227,2.4365618,0.26394075,-0.98385507,3.4617665,0.3824301,0.29489407
36.0,-0.36074972,-0.342353,-0.9562577,-1.2257531,0.9354565,1.1634892,-0.8458185,0.4303995,-0.54044044,-0.50909275,-0.13480712,0.6007754,0.856079,0.5199127,-0.14515747,0.83664143,0.28634495,-0.35406384,-0.19246645,0.41571856,0.4682682,-0.6634121,0.7298159,-0.22595778,-0.33224973,0.53020406,-0.9807974,0.78631204,-0.17995559,0.8390856
29.0,0.58244413,-0.8116816,0.5798725,1.0003647,0.85577434,0.8840315,-0.018584665,-1.6991317,1.0361416,-1.3751324,2.8960497,-0.095565885,-0.715313,0.6363098,0.64113116,1.5931329,-0.1679924,2.4028854,-0.071052276,0.21575652,-1.9539374,0.32343408,0.22510175,-0.99982846,-0.18020979,-0.9824522,2.125665,-0.8407666,0.11962647,0.34207776
36.0,-0.10998027,0.58994704,-0.36378363,-0.33401588,1.257752,1.4894077,-1.3593678,0.9990171,1.2402742,-0.07608176,0.22454113,-0.12628992,1.9409487,0.36259407,-0.5509665,1.5465755,-0.28055903,-2.2555134,0.2530477,-0.13438933,0.6918444,-0.1533747,0.61818135,0.117138594,-0.6338599,0.0057775294,0.79675806,-0.51191175,-0.64411354,1.0252137
26.0,0.9612303,0.87175816,-2.145119,-1.343684,0.9189285,0.3176993,-0.28058806,1.4912376,-0.44011968,-2.4290867,-0.101359904,-1.395554,0.76585853,-1.1349316,0.9258708,-1.8993828,-0.9906473,0.4643641,-2.4314647,1.4867862,0.44726363,0.28744626,1.4566003,-1.243815,-1.7612514,1.9407928,2.9399161,0.6272935,-0.614264,0.7134634
9.0,-0.4453125,-0.63034725,-0.045495868,-0.49326795,0.19384395,-0.295631,0.6184519,0.09653057,-1.5722706,0.61963475,0.42243615,2.3425498,-1.523212,0.6499369,0.8427488,-0.3017224,-0.1299186,-0.09945379,0.081139356,-0.29759106,0.37493995,-0.6414878,-0.34550714,-0.5642903,-0.3749285,0.20214292,-2.1004498,0.38874528,-0.0648534,0.18693703
35.0,-0.9914946,0.49917737,0.3475517,0.035932355,0.17956457,0.31567952,0.40634644,0.26624978,0.3918895,0.26438397,-0.19789535,-0.3363362,0.06473746,0.51018953,0.14397389,0.12696305,-0.15653917,-0.39667547,0.8273126,0.4973951,-0.21806817,0.35822988,-0.019019224,0.007769591,0.122598454,-0.20242082,0.21825309,0.05308857,0.10692177,0.12120832
61.0,-0.77625644,0.67184854,0.2586179,1.2687625,0.25625965,-0.35329854,-0.2064321,-0.9763308,0.23001574,-0.6649498,-0.50803894,-0.5155073,-0.6634791,-0.58462983,-0.58844554,-0.6529902,-0.99480635,0.37767613,0.37298214,-0.37334707,-0.076203555,0.27834982,0.38437653,0.5985737,-0.23447388,-0.50689954,-0.5047246,-0.007482411,0.39910865,0.109866105
83.0,2.876475,1.0528005,-2.7126207,0.8149212,-0.5363263,0.7923459,3.24875,-0.39148703,-3.6867454,2.9801283,-0.060340315,3.4186306,1.6023786,1.4151505,-0.37412208,0.8910432,1.0753456,-0.21974523,2.1324859,-1.1996387,-0.9990163,-3.0449748,-1.3123972,-0.40451095,2.1116161,-2.5667613,0.10042954,-0.5577915,2.3835318,-0.566765
40.0,-0.94324434,0.48732597,0.8092541,0.5816905,-0.2457725,-0.08484083,0.30371615,-0.37828198,-0.020703347,-0.1253482,0.25355145,-0.36855412,-0.21930417,0.2901482,-0.11576248,0.10269492,0.16446443,-0.5149826,0.408823,-0.16113585,-0.10390355,0.4407137,0.72229,0.21388799,0.08251207,-0.5353781,-0.10853932,-0.2631962,0.116481446,0.36015567
43.0,-0.0960486,0.22875133,0.7185955,0.5106745,0.14604895,-0.22837286,0.31709772,-0.28864452,-1.539272,0.28868052,1.4128492,1.7286869,-0.8586636,1.3160349,0.78038836,0.9060767,-0.2316357,-1.2651683,-0.57837534,0.16629998,-0.09437738,0.33206356,0.7713036,0.2066638,-0.104849,0.15495458,-0.97486156,0.46069857,0.6711586,0.5849972
30.0,-0.74254465,0.13752393,-0.25894296,-0.42335317,0.8750508,-0.040683918,-0.053604234,0.029071413,1.4390014,0.591128,-0.13044432,-1.5112315,0.71003705,-0.19787201,-0.5538986,-1.6017214,0.5516437,-1.3755873,-0.55507076,-2.091969,0.32242468,0.508493,0.48841658,-0.5165881,0.72018975,-1.1003153,-1.0228177,-0.3577955,-0.72865736,-0.38571346
34.0,1.9280493,-0.09540767,1.6643696,-0.09407271,0.9529174,-3.169388,-0.8498857,-1.1721554,0.7038431,1.2849131,-1.1913708,4.129642,-0.12434561,-1.3646146,2.8118787,-0.02710553,1.8490489,-1.9295018,3.1564517,-2.2413983,1.1449435,1.230345,-0.23954333,-2.237432,-0.7825403,0.87151486,0.93894494,-1.8906573,-1.4064459,3.0410168
28.0,-0.8033052,-0.23238383,-0.3918275,-0.61771315,0.29727006,-1.0063151,-1.4730339,-1.068278,-0.526107,0.1491813,-1.4519933,-0.9029208,-0.49528894,0.45038822,0.1362804,-0.14656544,0.85307294,0.11967944,-0.7604209,0.054888133,-0.9901689,0.5687666,-0.014289482,0.26338264,-0.48502585,-0.30313873,-1.4657503,-1.2013379,-0.17485368,0.967823
32.0,2.6164844,-1.1714412,-0.41795254,-1.8090725,3.2847207,3.2800012,-0.55591244,0.18674795,-1.8378066,-1.7638959,-0.94270396,-0.8049165,-0.091754004,-0.7084154,0.944848,4.246359,-0.028542794,-2.1973662,3.0389836,-1.0075887,3.183749,2.1827319,3.3574286,-2.1455872,2.5880399,-1.5774959,-4.0971274,4.8505416,-1.7171375,1.1703588
61.0,-0.5514054,0.51533884,1.1218954,0.42459902,0.0044445815,-0.16722387,0.225099,0.78863347,-1.0826095,0.046255674,0.76296526,-0.19322474,-0.8532962,0.49834526,-0.99599355,0.12651017,-0.5604737,0.91674167,-0.102898195,0.2783903,0.7208833,-0.5073204,1.2729164,0.09824368,0.5809582,1.5649884,0.34418368,-1.0186346,-1.1043422,-0.21415174
32.0,-0.7456616,0.31579173,0.92849386,0.12990488,-0.728098,0.6899631,-0.13655227,-0.35813892,-0.11726855,-0.38266447,-0.09474469,-0.3266951,0.81348246,0.8915595,-0.30315834,0.64398074,0.31112835,-0.6077171,0.41290423,-0.13678168,-0.4926119,0.6273701,0.48733237,0.27635708,0.04882867,0.10084306,0.016939837,-0.0014108432,0.30752334,0.53558403
33.0,-0.8031663,0.49515843,0.7465153,0.23443367,-0.3767746,0.49112844,0.10146841,0.5104936,0.42155436,0.06041876,-0.5904082,-0.3038315,-0.08865843,-0.46832842,-0.2644813,0.32131496,-0.10411779,-0.48184097,0.62970316,0.16386917,0.07238341,0.33338475,0.27973908,-0.008154865,0.20963155,-0.33188108,0.57087934,0.109766245,0.34010348,0.916297
9.0,-0.3729785,0.054709617,-0.037701596,1.5499418,0.50585544,-0.028330855,0.5868934,1.4999545,-0.20707381,-0.6511306,-0.015515716,0.53374535,0.19994079,-0.49771893,0.30687374,1.0219512,-0.30907473,-0.8365566,-0.78295785,-0.47173706,0.44981372,-0.60840786,-0.24437378,-0.65357304,1.2468642,-0.8090087,-0.22779672,-0.15146016,0.98440856,0.005458673
26.0,-0.31945235,0.63317597,0.48868236,-0.14973018,-0.9506718,-0.6116059,-0.627281,-0.3937008,-0.74640614,-0.7340352,0.92156684,0.2807401,-0.18779989,-1.2402024,-0.17258866,0.18776214,0.30790254,-0.17640951,0.49144155,-0.24124368,1.2248751,1.2946051,-0.081408024,-0.3460983,0.8922313,0.062462542,0.12387069,-1.4643049,-0.2952662,-0.9095029
28.0,-0.31197882,-0.3650878,0.74386144,0.03022083,-0.1600963,0.30125016,-1.1392784,-0.61050147,0.20241104,-0.05909671,0.49010488,0.009352095,1.0798734,-0.013537113,-0.6630069,-0.066862345,1.0885155,-0.14005859,-0.13380893,0.25382698,-0.9484949,0.43785337,1.2064146,-0.049217794,0.10441826,-0.60782313,-0.74554056,0.32781145,-0.05410498,0.50091064
54.0,1.033289,1.1411829,1.0557996,1.1298999,0.59541374,-0.2132496,0.55678964,0.18257031,0.49099037,0.02140063,-2.1728003,-0.0012561708,0.96465427,-1.9618359,1.6882441,-0.7852038,0.7557238,1.3746343,-0.42323518,1.4230837,0.02889586,-1.2071137,-2.77757,-0.6277744,0.61376935,0.7841603,-1.5003355,-0.7193637,-0.2681644,-0.19207081
27.0,0.35668978,0.2732637,-0.8999973,-1.056137,0.9697684,1.1763722,-1.2924222,1.2404301,0.040658243,-0.40501097,0.030155316,-0.6245391,1.0553309,1.2683038,-0.84034663,1.3858113,0.5503992,-0.5071594,1.5596462,0.66301334,0.5448652,0.2827131,0.80881983,0.41481096,-1.3725542,2.0292156,-0.003314659,-0.8158865,0.79810184,0.25672922
1.0,-0.25975233,-1.8052818,-0.9984499,0.7386357,-3.073546,-0.68914956,-0.073337786,-0.26640472,0.3340533,-0.47868043,-1.5376773,-0.58971155,0.38029134,-0.1515194,0.08623915,1.1104556,0.13942534,-0.1840821,-0.6766597,0.20625772,0.060559936,-0.52451307,-0.68392056,-0.26952392,0.4699857,1.0222437,1.2590251,0.86453295,1.7264271,-0.40046838
34.0,-0.73581886,0.96158826,-0.17011614,0.6274844,-0.43551552,-0.48353484,0.09963089,-0.7799608,-0.12831782,-0.39761403,0.17973585,-0.6095081,0.31590965,-0.36535436,-0.99117893,-0.14827958,-0.19005339,-0.18936644,0.34047112,-0.08319891,0.102686964,0.6900835,-0.018491503,-0.3510691,0.68945503,-0.83714813,0.28628272,-0.59990025,0.47074217,-0.8904609
52.0,0.92398465,1.7091722,-1.0107682,1.53078,0.08702347,-0.83943206,-1.1515789,-1.9683894,-0.7646894,-0.42713958,1.2402209,-2.6450438,0.04334963,-1.7633039,0.0020394123,-1.1611557,-3.4481716,0.6307702,0.3078625,1.1486828,1.0689608,-0.15080266,1.1124762,-1.9131905,-1.8097441,0.24987406,0.7694482,0.73745376,0.017128812,-1.0306364
2.0,-0.68572456,-1.570805,-0.9607906,1.2147764,-1.0772444,-0.44570404,0.53361833,1.6592228,1.1030258,0.40656126,-0.1505636,0.33575207,0.20213868,-0.19418971,0.33706725,0.9165553,-0.20503524,-0.39330396,0.6793168,-0.63023,1.1067646,0.10192371,-0.7176917,0.27633774,-1.011893,-0.66484696,-0.90688515,-0.022911692,-0.2858669,-1.0684865
25.0,-0.72639257,0.2480294,0.7980207,-0.8144503,-1.0754343,0.16889611,-1.4227161,-1.2490325,-1.1244144,-1.1365987,-0.15323347,0.1869533,-0.37560365,0.53905255,-0.089288086,0.64073855,0.40582487,-0.5282672,0.38154542,-0.4318846,-0.6963353,0.87461716,-0.28357604,0.58182365,-0.26411924,0.33121312,-1.0304214,-0.6371891,0.4475031,0.21889882
25.0,-0.862296,-0.3866557,-0.2773116,-0.9042921,-0.17317346,0.3884864,-0.39985877,-0.92099345,-0.950288,0.17872782,-0.09081529,0.13605885,-0.7782368,-1.1149408,0.026205204,-0.07696439,0.30223516,0.5403489,-0.11730993,0.08723836,0.3196315,0.40503195,-0.87675494,-0.15098615,0.4750647,0.5446846,0.049416058,0.17692265,0.81750435,-0.14775549
18.0,2.0594964,-0.73826,1.8020148,-2.6655602,0.010703496,-0.23886351,0.55323243,-0.14972852,-0.82774836,-0.94701296,-0.07776011,-1.0460347,-1.9173238,-0.020807909,-0.29060522,2.0791588,-0.8903566,0.9376591,1.0800273,-0.6446183,-0.9943685,1.2376025,-1.3678055,-1.6870524,-0.8279402,-1.8873597,0.35724148,0.15038966,1.6135542,-0.1020608
27.0,-0.54560876,-0.64226675,-0.6995482,-0.86016977,0.57940614,0.77530986,-0.90529925,-0.47019172,-0.6731059,1.6068751,1.0022318,-0.14481688,-0.24103466,-1.0370226,0.12441287,-1.1043332,0.067891866,-0.46173498,-0.20392816,-0.77388376,0.30651647,0.70475703,-0.13815089,-0.19225307,-0.65245014,-0.32662246,-0.48854852,0.17517965,0.42434582,0.045496024
1.0,0.47724766,-2.3097527,-1.4310435,1.6824734,-0.014981585,1.2796735,-1.1228625,2.4187074,1.3955785,1.8630358,0.62534356,0.24040018,-2.591306,-0.07639476,-3.2588465,-1.2569449,-0.9690245,-2.0937681,1.9193223,0.025531096,-0.20466785,1.5759304,-2.3467057,0.64360577,0.46297434,0.64567083,-2.3564444,-0.6969092,-1.3245801,-1.7595288
26.0,0.42075875,1.6738603,0.05777794,-0.45950198,-2.0005279,-0.7450755,-0.78786826,-1.2659304,-0.09739574,-0.6279856,1.2890103,-0.3004555,-0.0069919317,-0.93939817,0.49047038,0.4282061,-1.0298105,-0.13885023,0.32566953,-0.17360497,0.06988897,0.0631663,-1.1912037,1.5732462,0.27129558,0.6252158,-1.8673596,1.562738,-0.54849786,-1.5423775
26.0,0.3257496,0.6308011,0.26415938,0.27638686,-0.9723241,-2.1060386,-0.6620268,-1.2566782,-1.7502416,-0.85698265,-0.9046578,-0.018017855,-2.1077936,0.006562268,-0.22317801,1.5244462,1.1620266,1.0445597,-0.21978903,0.6209587,-1.6441422,1.028883,-0.42958727,-0.3731032,-0.41306618,-1.2651956,-0.29198804,-0.7341373,0.08586972,-1.6959118
34.0,1.870901,0.29590765,0.14196518,-0.45757633,0.18135479,1.6392933,0.3049143,1.2828213,-1.7233808,-1.3978252,-0.20165719,1.4102879,-0.2929467,-0.032880228,1.3248688,-0.2165599,-1.6456642,-0.885195,-1.2960278,0.13791505,0.3841064,0.50752676,-1.1280211,-2.3774283,0.062368713,-0.79364544,-0.9749745,2.6490948,2.0609307,0.742481
15.0,-1.060674,-0.028351998,0.026389679,0.11918654,0.19427916,0.056597292,0.43640852,0.30421454,0.5052368,0.16731362,-0.23622307,-0.2866156,-0.028002307,0.54926753,0.34595054,0.0011911672,0.7306149,0.43802965,0.35047293,0.58424175,-0.2926741,-0.16855684,0.32247972,-0.09970263,0.05413003,-0.2309419,-0.045056153,-0.0046920246,-0.013770882,-0.2164335
56.0,2.2918565,0.7391571,1.1750512,0.20807578,-0.18093315,1.6763883,0.68858165,-0.26031694,-1.3554991,1.8131182,-1.2553422,-0.57082343,0.5883093,0.20198184,2.6245966,-1.6158112,0.6415968,1.0106088,-0.40731522,1.8908796,-3.6902795,-0.33577454,0.62228364,0.17616878,-0.3565551,-0.107196346,-1.42564,-1.5360012,-0.9422125,-0.3273273
50.0,0.4991767,-0.17107534,0.67911357,-0.24690561,0.45304042,0.86735505,-0.591318,0.50579375,-0.17205507,2.7627788,0.27356306,1.2748641,-0.5470215,0.8164125,-0.45945576,-1.4427669,1.1374927,0.40511176,-1.1932371,-0.34861517,-0.38824636,1.4329379,0.17558141,0.54071164,-0.29877594,0.117900394,-1.787157,-0.08917612,0.13274904,-0.9974562
1.0,-0.8874234,-1.2923976,-0.6462365,0.62894607,-1.7074684,-0.5585602,0.5286306,0.5076497,0.6336019,-0.11388436,-0.64432687,-1.0509471,-0.3961885,-0.4397987,0.11780378,0.7114123,-0.35301733,-0.68588954,0.5061383,0.19240126,0.5936163,-0.5130898,-0.81285405,0.12423368,0.32969192,0.42971537,0.36361748,0.251524,0.7533871,-0.7901226
34.0,0.39330068,0.6190956,-1.0776707,-0.8631585,0.44568464,-0.061551325,-2.9431913,0.69977003,-0.58793426,-1.1449801,-0.7364026,0.9476508,2.03288,0.6389724,-0.7572118,-0.8522991,-1.0523705,-1.7041329,0.70700234,-0.43751925,-0.42323184,1.3604153,0.022155462,2.0304916,0.67343515,2.706559,1.1084375,0.18826365,-1.3465226,2.2858496
30.0,-0.7682957,-0.062797755,-1.0520278,0.41125643,1.3767627,0.1552078,0.15599242,-0.90605193,0.22325584,0.5534977,0.2201173,-0.55001503,-0.025908248,-0.06280305,-0.1441694,0.34353933,0.72367203,-0.40723032,0.43795446,-0.36324245,0.7010664,-0.049421713,0.14149159,-1.1197507,-0.9560894,0.7181524,0.18957853,-0.98762155,0.2703339,0.52936435
24.0,-0.79902565,-0.67074066,-1.1621287,-0.77493054,0.55712634,-0.28066286,-0.87641567,-0.58976376,-0.18834405,-0.4560982,-0.6655141,-0.12453285,0.37631288,0.20250297,0.47020334,-0.41445717,1.0434856,1.4480447,-0.6229735,0.2746335,-0.18049838,-0.98875004,-0.23092164,0.10935548,0.030238457,0.50832975,-0.5279845,0.14986937,-0.3167051,0.73948926
56.0,0.12336327,-0.23338397,1.724207,-0.14676744,0.40061343,-0.8718085,1.4423107,0.8195908,0.14474832,1.1777651,0.14283437,-0.3807461,0.47635695,-0.23906119,-0.66257393,0.7098397,-0.71363056,-0.1619485,-0.7938235,0.3039145,-0.607949,0.9372679,-0.59208816,1.4230922,0.91044986,0.7107387,1.039672,-0.33037746,-0.85190827,0.46674368
75.0,-0.1271532,0.5880059,-0.17918724,1.8532345,1.0325975,0.12880151,0.60338235,1.6171407,-0.026942141,-0.08504416,-1.0072668,1.5972202,0.9598506,-0.092146896,-0.18219061,0.9009452,0.054144513,0.19335774,-0.22489697,-0.4444404,0.33980623,-0.12224065,-0.79935277,0.23246607,0.28595856,-0.5090208,-0.17833926,0.06534864,0.5386336,-0.040447928
9.0,2.5943818,-1.1567324,-0.8697107,0.7642879,2.4870296,0.4712828,1.0908716,-1.1065801,-0.9182944,0.006051473,1.952387,0.2571867,-2.0292478,-2.5278187,3.3595636,2.251638,0.57867527,-3.6328993,-1.7532218,-2.262521,0.47342956,-2.2254777,1.4410216,0.92839754,-0.7289161,-4.102412,-2.9740272,-3.6066027,3.0469265,0.29340273
24.0,-0.5356758,0.20939021,-0.744531,-0.7008833,-0.66387886,-0.07144837,-0.83510995,-0.2487083,-0.11960999,0.041684713,0.5998439,-0.5580319,-0.44320428,-0.76975125,-0.89546883,0.12732592,0.34920466,0.7192427,0.3926319,0.3245692,-0.35960868,-0.16754492,-0.50109756,-0.3962832,-0.061689153,0.5050991,-0.39122796,-0.21669742,0.91408175,-0.24158497
46.0,0.47925574,0.6072089,0.13305146,1.3801228,1.318829,-0.32732227,-0.27957517,-1.3988993,-0.6280594,0.23451845,-0.20876281,1.8468546,0.39931512,0.53254884,1.2289374,1.1378047,-1.2048157,-0.3977549,0.018032996,0.15715413,0.2738979,1.2297602,-0.7855723,-0.047433004,0.9006308,0.42680636,-1.2237775,0.3733984,0.48393363,-0.42108753
39.0,-1.0505582,-0.091699444,-0.5238856,-0.10207825,0.6586478,0.46216148,-0.062328096,0.056087192,0.5741505,0.29144254,0.0043044053,-0.5680241,0.6785004,0.3299156,0.05304746,-0.56661344,0.43324307,0.1526627,-0.12781228,-0.50455385,-0.12645848,-0.5226074,0.065612406,-0.1502992,0.32261387,-0.40814805,-0.11296237,0.07109041,-0.4173524,0.15369354
